trading_day,datetime,symbol,tq_symbol,exchange,product,sector,contract_id,open,high,low,close,volume,open_oi,close_oi,amount,data_source,contract_mode,duration_seconds,fetch_time
2025-07-04,1.7515584e+18,V,KQ.m@DCE.v,DCE,v,chemical,2306.0,4910.0,4946.0,4895.0,4906.0,839174.0,944269.0,949535.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-07,1.7518176e+18,V,KQ.m@DCE.v,DCE,v,chemical,2307.0,4902.0,4912.0,4872.0,4892.0,685070.0,949535.0,932215.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-08,1.751904e+18,V,KQ.m@DCE.v,DCE,v,chemical,2308.0,4889.0,4906.0,4863.0,4894.0,734185.0,932215.0,934495.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-09,1.7519904e+18,V,KQ.m@DCE.v,DCE,v,chemical,2309.0,4897.0,4984.0,4891.0,4963.0,974935.0,934495.0,967373.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-10,1.7520768e+18,V,KQ.m@DCE.v,DCE,v,chemical,2310.0,4964.0,5063.0,4955.0,5040.0,1242330.0,967373.0,932779.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-11,1.7521632e+18,V,KQ.m@DCE.v,DCE,v,chemical,2311.0,5039.0,5059.0,4957.0,4980.0,1232340.0,932779.0,967347.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-14,1.7524224e+18,V,KQ.m@DCE.v,DCE,v,chemical,2312.0,4980.0,5023.0,4952.0,5010.0,1033615.0,967347.0,956791.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-15,1.7525088e+18,V,KQ.m@DCE.v,DCE,v,chemical,2313.0,5011.0,5027.0,4952.0,4975.0,982125.0,956791.0,959779.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-16,1.7525952e+18,V,KQ.m@DCE.v,DCE,v,chemical,2314.0,4974.0,4978.0,4922.0,4934.0,819051.0,959779.0,982527.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-17,1.7526816e+18,V,KQ.m@DCE.v,DCE,v,chemical,2315.0,4933.0,4964.0,4926.0,4955.0,777706.0,982527.0,966325.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-18,1.752768e+18,V,KQ.m@DCE.v,DCE,v,chemical,2316.0,4959.0,4995.0,4927.0,4937.0,1000854.0,966325.0,984418.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-21,1.7530272e+18,V,KQ.m@DCE.v,DCE,v,chemical,2317.0,4952.0,5148.0,4949.0,5118.0,1823542.0,984418.0,914891.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-22,1.7531136e+18,V,KQ.m@DCE.v,DCE,v,chemical,2318.0,5117.0,5284.0,5113.0,5260.0,1850727.0,914891.0,865261.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-23,1.7532e+18,V,KQ.m@DCE.v,DCE,v,chemical,2319.0,5261.0,5287.0,5096.0,5151.0,1806028.0,865261.0,865052.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-24,1.7532864e+18,V,KQ.m@DCE.v,DCE,v,chemical,2320.0,5158.0,5289.0,5134.0,5238.0,1656375.0,865052.0,831838.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-25,1.7533728e+18,V,KQ.m@DCE.v,DCE,v,chemical,2321.0,5240.0,5391.0,5226.0,5373.0,1863851.0,831838.0,860317.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-28,1.753632e+18,V,KQ.m@DCE.v,DCE,v,chemical,2322.0,5370.0,5373.0,5126.0,5149.0,2133221.0,860317.0,818506.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-29,1.7537184e+18,V,KQ.m@DCE.v,DCE,v,chemical,2323.0,5151.0,5197.0,5123.0,5192.0,1177628.0,818506.0,801519.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-30,1.7538048e+18,V,KQ.m@DCE.v,DCE,v,chemical,2324.0,5196.0,5297.0,5140.0,5159.0,1715304.0,801519.0,770208.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-07-31,1.7538912e+18,V,KQ.m@DCE.v,DCE,v,chemical,2325.0,5140.0,5157.0,5020.0,5041.0,1304135.0,770208.0,776493.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-01,1.7539776e+18,V,KQ.m@DCE.v,DCE,v,chemical,2326.0,5044.0,5069.0,5001.0,5015.0,951213.0,776493.0,766852.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-04,1.7542368e+18,V,KQ.m@DCE.v,DCE,v,chemical,2327.0,5015.0,5020.0,4936.0,4981.0,921641.0,766852.0,758248.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-05,1.7543232e+18,V,KQ.m@DCE.v,DCE,v,chemical,2328.0,4961.0,5057.0,4930.0,5042.0,898361.0,758248.0,711646.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-06,1.7544096e+18,V,KQ.m@DCE.v,DCE,v,chemical,2329.0,5035.0,5070.0,4995.0,5051.0,876411.0,711646.0,674125.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-07,1.754496e+18,V,KQ.m@DCE.v,DCE,v,chemical,2330.0,5056.0,5082.0,5013.0,5046.0,801477.0,674125.0,645137.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-08,1.7545824e+18,V,KQ.m@DCE.v,DCE,v,chemical,2331.0,5041.0,5046.0,4982.0,4993.0,682355.0,645137.0,635206.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-11,1.7548416e+18,V,KQ.m@DCE.v,DCE,v,chemical,2332.0,4984.0,5026.0,4973.0,5010.0,734439.0,635206.0,589321.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-12,1.754928e+18,V,KQ.m@DCE.v,DCE,v,chemical,2333.0,5019.0,5077.0,4997.0,5047.0,760070.0,589321.0,531672.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-13,1.7550144e+18,V,KQ.m@DCE.v,DCE,v,chemical,2334.0,5044.0,5052.0,5015.0,5016.0,614714.0,531672.0,478578.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-14,1.7551008e+18,V,KQ.m@DCE.v,DCE,v,chemical,2335.0,5009.0,5014.0,4956.0,4970.0,632530.0,478578.0,412456.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-15,1.7551872e+18,V,KQ.m@DCE.v,DCE,v,chemical,2336.0,4973.0,4991.0,4938.0,4954.0,413299.0,412456.0,373492.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-18,1.7554464e+18,V,KQ.m@DCE.v,DCE,v,chemical,2337.0,5102.0,5119.0,5032.0,5054.0,819992.0,373492.0,869274.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-19,1.7555328e+18,V,KQ.m@DCE.v,DCE,v,chemical,2338.0,5054.0,5058.0,4991.0,5001.0,680379.0,869274.0,923080.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-20,1.7556192e+18,V,KQ.m@DCE.v,DCE,v,chemical,2339.0,5002.0,5033.0,4951.0,5008.0,960719.0,923080.0,943093.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2025-08-21,1.7557056e+18,V,KQ.m@DCE.v,DCE,v,chemical,2340.0,5006.0,5031.0,4993.0,5004.0,778935.0,943093.0,973267.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
