hl_n,bandwidth_p,max_lag,active_lag_count,hl_weight_grid_size,hl_weight_scale,Q_gsd,TQ_gsd,C_robust,D_robust,M_robust,pvalue,C_iid,D_iid,M_iid,pvalue_iid,decision,z_raw_mean,z_raw_second_moment,z_restandardized,z_used_mean,z_used_second_moment,sensitivity_axis,bandwidth_multiplier,p,grid_size,weight_scale,sensitivity_label,status,sensitivity_reject_share,sensitivity_conclusion,symbol,best_model_name
2537,10.501811391196394,10,10,15,1.0,5.596821368509999,5.596821368509999,4.793976360459781,2.01679794951807,0.39807904814761647,0.345285959019658,4.79397636045978,1.759544868338662,0.45627992925707767,0.32409434742143217,FAIL_TO_REJECT,0.0015397833098772186,1.0108106632988003,True,7.001800707135398e-18,1.0,bandwidth_multiplier,0.5,10.501811391196394,15,1.0,AL:05_GARCH11_ged,ok,0.0,stable_fail_to_reject,AL,05_GARCH11_ged
2537,21.00362278239279,21,21,15,1.0,11.681800239557026,11.681800239557026,10.344745210431984,3.523486403145761,0.3794693312655674,0.3521696871862393,10.344745210431983,2.655234090433142,0.5035544828015268,0.3072872425790739,FAIL_TO_REJECT,0.0015397833098772186,1.0108106632988003,True,7.001800707135398e-18,1.0,bandwidth_multiplier,1.0,21.00362278239279,15,1.0,AL:05_GARCH11_ged,ok,0.0,stable_fail_to_reject,AL,05_GARCH11_ged
2537,31.505434173589183,31,31,15,1.0,17.29734503170947,17.29734503170947,15.903928618562622,4.876615571597384,0.28573431567221513,0.38754080991125417,15.903928618562622,3.3203260892547224,0.4196625197917268,0.3373660045053256,FAIL_TO_REJECT,0.0015397833098772186,1.0108106632988003,True,7.001800707135398e-18,1.0,bandwidth_multiplier,1.5,31.505434173589183,15,1.0,AL:05_GARCH11_ged,ok,0.0,stable_fail_to_reject,AL,05_GARCH11_ged
2537,42.00724556478558,42,42,15,1.0,23.49554853697811,23.49554853697811,21.465209199742713,6.103821627468284,0.33263412025320466,0.36970524220204815,21.465209199742713,3.8734837742566928,0.5241636355182645,0.3000823655641458,FAIL_TO_REJECT,0.0015397833098772186,1.0108106632988003,True,7.001800707135398e-18,1.0,bandwidth_multiplier,2.0,42.00724556478558,15,1.0,AL:05_GARCH11_ged,ok,0.0,stable_fail_to_reject,AL,05_GARCH11_ged
2537,21.00362278239279,21,21,8,1.0,14.14663117822401,14.14663117822401,10.55411802055835,3.6118300604304707,0.9946517686486867,0.15995282994423232,10.55411802055835,2.675115065977268,1.3429378060615311,0.08964605667684467,FAIL_TO_REJECT,0.0015397833098772186,1.0108106632988003,True,7.001800707135398e-18,1.0,weight_grid_size,1.0,21.00362278239279,8,1.0,AL:05_GARCH11_ged,ok,0.0,stable_fail_to_reject,AL,05_GARCH11_ged
2537,21.00362278239279,21,21,15,1.0,11.681800239557026,11.681800239557026,10.344745210431984,3.523486403145761,0.3794693312655674,0.3521696871862393,10.344745210431983,2.655234090433142,0.5035544828015268,0.3072872425790739,FAIL_TO_REJECT,0.0015397833098772186,1.0108106632988003,True,7.001800707135398e-18,1.0,weight_grid_size,1.0,21.00362278239279,15,1.0,AL:05_GARCH11_ged,ok,0.0,stable_fail_to_reject,AL,05_GARCH11_ged
2537,21.00362278239279,21,21,21,1.0,11.767967533069344,11.767967533069344,10.35454801578398,3.5117813517703036,0.402479361812447,0.343665637020907,10.35454801578398,2.648316893486378,0.5337048299475473,0.2967728834919975,FAIL_TO_REJECT,0.0015397833098772186,1.0108106632988003,True,7.001800707135398e-18,1.0,weight_grid_size,1.0,21.00362278239279,21,1.0,AL:05_GARCH11_ged,ok,0.0,stable_fail_to_reject,AL,05_GARCH11_ged
2537,21.00362278239279,21,21,15,0.75,9.910935113058027,9.910935113058027,7.700044301909212,2.8148874253689287,0.7854277905479818,0.21610139607121348,7.700044301909211,2.1368395100859794,1.0346545918461876,0.15041512460750073,FAIL_TO_REJECT,0.0015397833098772186,1.0108106632988003,True,7.001800707135398e-18,1.0,weight_scale,1.0,21.00362278239279,15,0.75,AL:05_GARCH11_ged,ok,0.0,stable_fail_to_reject,AL,05_GARCH11_ged
2537,21.00362278239279,21,21,15,1.0,11.681800239557026,11.681800239557026,10.344745210431984,3.523486403145761,0.3794693312655674,0.3521696871862393,10.344745210431983,2.655234090433142,0.5035544828015268,0.3072872425790739,FAIL_TO_REJECT,0.0015397833098772186,1.0108106632988003,True,7.001800707135398e-18,1.0,weight_scale,1.0,21.00362278239279,15,1.0,AL:05_GARCH11_ged,ok,0.0,stable_fail_to_reject,AL,05_GARCH11_ged
2537,21.00362278239279,21,21,15,1.25,12.17099941728526,12.17099941728526,12.436588440712203,4.058185056013128,-0.06544527165743998,0.5260902601276977,12.436588440712203,3.019812069717159,-0.08794885817242859,0.535041338091425,FAIL_TO_REJECT,0.0015397833098772186,1.0108106632988003,True,7.001800707135398e-18,1.0,weight_scale,1.0,21.00362278239279,15,1.25,AL:05_GARCH11_ged,ok,0.0,stable_fail_to_reject,AL,05_GARCH11_ged
