symbol,family,spec_name,rep,nobs,bandwidth_p,status,convergence_flag,M_robust,pvalue,decision,reject_5pct,mc_family_status
AG,EGARCH,08_EGARCH11_t,79,2537,21.00362278239279,ok,0,-0.4332922293587194,0.6675987586618073,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,80,2537,21.00362278239279,ok,0,-0.02733562656253448,0.5109039792049783,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,81,2537,21.00362278239279,ok,0,0.6955322117565151,0.24336091582907993,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,82,2537,21.00362278239279,ok,0,0.023984123983190785,0.49043263614570676,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,83,2537,21.00362278239279,ok,0,0.3851672679620535,0.3500567462263344,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,84,2537,21.00362278239279,ok,0,-0.465958213495699,0.6793772944098968,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,85,2537,21.00362278239279,ok,0,0.15159327227780867,0.4397538700119613,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,86,2537,21.00362278239279,ok,0,-0.013853414177290989,0.5055265358698935,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,87,2537,21.00362278239279,ok,0,-0.16816307897413396,0.5667725070132601,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,88,2537,21.00362278239279,ok,0,-0.22485362945400084,0.5889534280647879,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,89,2537,21.00362278239279,ok,0,-0.22047398730148066,0.5872489854551255,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,90,2537,21.00362278239279,ok,0,0.19446037001808375,0.422907711759698,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,91,2537,21.00362278239279,ok,0,-0.6899364130502154,0.7548829121370987,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,92,2537,21.00362278239279,ok,0,-0.09424007957210814,0.5375407762330311,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,93,2537,21.00362278239279,ok,0,0.10616250387983127,0.45772671017263145,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,94,2537,21.00362278239279,ok,0,0.046215846330495025,0.48156910621234705,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,95,2537,21.00362278239279,ok,0,-0.6429604496107433,0.7398751182742607,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,96,2537,21.00362278239279,ok,0,0.10655458767377952,0.45757117358917243,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,97,2537,21.00362278239279,ok,0,-0.3228967740933486,0.6266132902653557,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,98,2537,21.00362278239279,ok,0,-0.6562511952838147,0.7441687431229191,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,99,2537,21.00362278239279,ok,0,0.2649416346410345,0.3955272121038649,FAIL_TO_REJECT,False,representative_fit
AG,EGARCH,08_EGARCH11_t,100,2537,21.00362278239279,ok,0,0.02349104415520788,0.49062929112203035,FAIL_TO_REJECT,False,representative_fit
