hl_n,bandwidth_p,max_lag,active_lag_count,hl_weight_grid_size,hl_weight_scale,Q_gsd,TQ_gsd,C_robust,D_robust,M_robust,pvalue,C_iid,D_iid,M_iid,pvalue_iid,decision,z_raw_mean,z_raw_second_moment,z_restandardized,z_used_mean,z_used_second_moment,symbol,best_model_name,sample_size,bandwidth_multiplier,base_bandwidth_p
2536,42.001725558734535,42,42,15,1.0,38.49488361091571,38.49488361091571,57.89323719636182,35.37363420889923,-0.5483845247816214,0.7082860499554646,57.893237196361824,10.80142401724468,-1.795907053965873,0.963745349797936,FAIL_TO_REJECT,-0.012842628935019461,1.044367517193521,True,-1.2608211005206825e-17,1.0,JM,19_AR1_EGARCH11_t,2536,2.0,21.000862779367267
2537,10.501811391196394,10,10,15,1.0,19.554194923262784,19.554194923262784,22.16959283191096,12.515325610908091,-0.20897561837054018,0.5827663639410067,22.169592831910958,8.408181660498991,-0.3110539251233257,0.6221201864001765,FAIL_TO_REJECT,-0.008172624069036839,1.075187449390133,True,-1.4003601414270797e-17,1.0,M,14_TARCH11_t,2537,0.5,21.00362278239279
2537,21.00362278239279,21,21,15,1.0,39.342732699948336,39.342732699948336,47.83894871837514,25.49415161092419,-0.33326137492593383,0.6305315035965307,47.838948718375136,12.688332639446285,-0.6696085498273611,0.7484463188367874,FAIL_TO_REJECT,-0.008172624069036839,1.075187449390133,True,-1.4003601414270797e-17,1.0,M,14_TARCH11_t,2537,1.0,21.00362278239279
2537,31.505434173589183,31,31,15,1.0,65.03882469348054,65.03882469348054,73.5472174642709,39.82234985274737,-0.2136587318993524,0.5845934023354469,73.5472174642709,15.866549033732566,-0.5362472175078129,0.7041061478068898,FAIL_TO_REJECT,-0.008172624069036839,1.075187449390133,True,-1.4003601414270797e-17,1.0,M,14_TARCH11_t,2537,1.5,21.00362278239279
2537,42.00724556478558,42,42,15,1.0,93.26094664224999,93.26094664224999,99.26518452094432,55.486173343681,-0.10821142488064757,0.5430860087845978,99.26518452094432,18.509874808533127,-0.324380253286551,0.6271749161008833,FAIL_TO_REJECT,-0.008172624069036839,1.075187449390133,True,-1.4003601414270797e-17,1.0,M,14_TARCH11_t,2537,2.0,21.00362278239279
2537,10.501811391196394,10,10,15,1.0,5.878282817907719,5.878282817907719,4.410207804679283,1.7645564126187256,0.8319796424358626,0.20271021771658781,4.410207804679281,1.6257702894133603,0.9030027321745281,0.1832622224411029,FAIL_TO_REJECT,0.01117115382430234,1.0020107901350048,True,-2.0305222050692655e-17,1.0,MA,05_GARCH11_ged,2537,0.5,21.00362278239279
2537,21.00362278239279,21,21,15,1.0,11.36103954798902,11.36103954798902,9.51662516335191,3.23442661041706,0.5702446234818986,0.2842558970602145,9.516625163351911,2.453362101382259,0.7517905259879654,0.22608852014505088,FAIL_TO_REJECT,0.01117115382430234,1.0020107901350048,True,-2.0305222050692655e-17,1.0,MA,05_GARCH11_ged,2537,1.0,21.00362278239279
2537,31.505434173589183,31,31,15,1.0,15.902698989576171,15.902698989576171,14.630783475936896,4.738662139489048,0.268412365388941,0.3941909612112343,14.630783475936898,3.0678885228832957,0.4145898731821872,0.33922108139360574,FAIL_TO_REJECT,0.01117115382430234,1.0020107901350048,True,-2.0305222050692655e-17,1.0,MA,05_GARCH11_ged,2537,1.5,21.00362278239279
2537,42.00724556478558,42,42,15,1.0,20.455127650855825,20.455127650855825,19.746871078166848,6.2329662163379265,0.11363074146503263,0.45476525850601823,19.74687107816685,3.5789907663208225,0.1978928192142437,0.42156446125766867,FAIL_TO_REJECT,0.01117115382430234,1.0020107901350048,True,-2.0305222050692655e-17,1.0,MA,05_GARCH11_ged,2537,2.0,21.00362278239279
2537,10.501811391196394,10,10,15,1.0,5.38275684296954,5.38275684296954,6.969856439836119,3.764681474104721,-0.42157606368119277,0.6633327596541546,6.969856439836117,2.5736351532600463,-0.616676219570666,0.7312758452012376,FAIL_TO_REJECT,0.0004971283889549299,0.9774499449697346,True,5.601440565708318e-18,1.0,OI,08_EGARCH11_t,2537,0.5,21.00362278239279
2537,21.00362278239279,21,21,15,1.0,13.31692589787517,13.31692589787517,15.039996779725072,7.205115834948589,-0.23914547958994722,0.5945036114621337,15.039996779725067,3.8837337531070704,-0.4436634927591018,0.6713570532082604,FAIL_TO_REJECT,0.0004971283889549299,0.9774499449697346,True,5.601440565708318e-18,1.0,OI,08_EGARCH11_t,2537,1.0,21.00362278239279
2537,31.505434173589183,31,31,15,1.0,21.738223148780396,21.738223148780396,23.12237086003307,10.48726082159506,-0.13198372146923978,0.5525014162561794,23.12237086003307,4.856544494748104,-0.28500669822947133,0.6121804948911884,FAIL_TO_REJECT,0.0004971283889549299,0.9774499449697346,True,5.601440565708318e-18,1.0,OI,08_EGARCH11_t,2537,1.5,21.00362278239279
