hl_n,bandwidth_p,max_lag,active_lag_count,hl_weight_grid_size,hl_weight_scale,Q_gsd,TQ_gsd,C_robust,D_robust,M_robust,pvalue,C_iid,D_iid,M_iid,pvalue_iid,decision,z_raw_mean,z_raw_second_moment,z_restandardized,z_used_mean,z_used_second_moment,dd_label,c,lambda,candidate_p,status,symbol,best_model_name
2537,31.507750290851877,31,31,15,1.0,17.29870118208033,17.29870118208033,15.905155283324845,4.876896829013143,0.2857443877969985,0.387536952448445,15.90515528332485,3.3204581891184954,0.4196848204028832,0.3373578578084293,FAIL_TO_REJECT,0.0015397833098772186,1.0108106632988003,True,7.001800707135398e-18,1.0,AL:05_GARCH11_ged,3.0,0.3,31.507750290851877,ok,AL,05_GARCH11_ged
2537,46.626564601042006,46,46,15,1.0,26.14707187530148,26.14707187530148,23.911698876228684,6.627134805788621,0.3373061005368807,0.3679430806723889,23.91169887622869,4.093278504004754,0.5461082105421758,0.29249577812807004,FAIL_TO_REJECT,0.0015397833098772186,1.0108106632988003,True,7.001800707135398e-18,1.0,AL:05_GARCH11_ged,3.0,0.35,46.626564601042006,ok,AL,05_GARCH11_ged
2537,69.00005574585138,69,69,15,1.0,38.79527270508521,38.79527270508521,35.76231228702573,9.16689562859276,0.33086014512909656,0.37037506380344765,35.76231228702571,5.023833945978412,0.6037143047865651,0.2730168009857237,FAIL_TO_REJECT,0.0015397833098772186,1.0108106632988003,True,7.001800707135398e-18,1.0,AL:05_GARCH11_ged,3.0,0.4,69.00005574585138,ok,AL,05_GARCH11_ged
2537,5.322815099530681,5,5,15,1.0,6.3680686905881645,6.3680686905881645,2.7390494046303124,2.147715679055769,1.689711222648116,0.04554160757915193,2.739049404630312,1.4431255104115455,2.5146941549962216,0.005956784225283451,REJECT,0.0016152730560312469,0.9616425994029997,True,-8.402160848562477e-18,1.0,AU:08_EGARCH11_t,0.75,0.25,5.322815099530681,ok,AU,08_EGARCH11_t
2537,7.876937572712969,7,7,15,1.0,8.609154556338307,8.609154556338307,4.505921096239436,2.9852688833671244,1.3744937626760039,0.08464422266036908,4.505921096239435,1.9267733591381042,2.129588018558838,0.01660282054747453,FAIL_TO_REJECT,0.0016152730560312469,0.9616425994029997,True,-8.402160848562477e-18,1.0,AU:08_EGARCH11_t,0.75,0.3,7.876937572712969,ok,AU,08_EGARCH11_t
2537,11.656641150260501,11,11,15,1.0,11.03970174543168,11.03970174543168,7.135378811747315,3.9928455823847417,0.9778296838998952,0.1640792835661351,7.135378811747316,2.4855676290037096,1.5707973052615487,0.05811486910802821,FAIL_TO_REJECT,0.0016152730560312469,0.9616425994029997,True,-8.402160848562477e-18,1.0,AU:08_EGARCH11_t,0.75,0.35,11.656641150260501,ok,AU,08_EGARCH11_t
2537,17.250013936462846,17,17,15,1.0,14.223145857102265,14.223145857102265,11.038262371115831,5.249174552345987,0.6067398700931046,0.27201177915476404,11.03826237111583,3.140573356681753,1.0141089298902732,0.15526538872337192,FAIL_TO_REJECT,0.0016152730560312469,0.9616425994029997,True,-8.402160848562477e-18,1.0,AU:08_EGARCH11_t,0.75,0.4,17.250013936462846,ok,AU,08_EGARCH11_t
2537,7.0970867993742415,7,7,15,1.0,8.009551691367694,8.009551691367694,3.964298154681515,2.748695898726916,1.4716991932646224,0.07055106278028289,3.964298154681515,1.7915743539057922,2.2579322638031543,0.011974941382170035,FAIL_TO_REJECT,0.0016152730560312469,0.9616425994029997,True,-8.402160848562477e-18,1.0,AU:08_EGARCH11_t,1.0,0.25,7.0970867993742415,ok,AU,08_EGARCH11_t
2537,10.50258343028396,10,10,15,1.0,10.358451327614386,10.358451327614386,6.331164572890781,3.705052838750884,1.0869714765205232,0.1385247078114331,6.331164572890779,2.32846976430498,1.7295851620927978,0.04185220947218582,FAIL_TO_REJECT,0.0016152730560312469,0.9616425994029997,True,-8.402160848562477e-18,1.0,AU:08_EGARCH11_t,1.0,0.3,10.50258343028396,ok,AU,08_EGARCH11_t
2537,15.542188200347336,15,15,15,1.0,13.243586681910866,13.243586681910866,9.845902737163769,4.876395721623352,0.6967613251075547,0.2429760866256626,9.845902737163769,2.9556163103336144,1.149568681451614,0.1251607817996323,FAIL_TO_REJECT,0.0016152730560312469,0.9616425994029997,True,-8.402160848562477e-18,1.0,AU:08_EGARCH11_t,1.0,0.35,15.542188200347336,ok,AU,08_EGARCH11_t
2537,23.00001858195046,23,23,15,1.0,17.999794598665876,17.999794598665876,15.055782264120596,6.5105484152942195,0.4521911437797419,0.3255656438396193,15.055782264120596,3.6969079893277663,0.7963444973594296,0.21291591439083013,FAIL_TO_REJECT,0.0016152730560312469,0.9616425994029997,True,-8.402160848562477e-18,1.0,AU:08_EGARCH11_t,1.0,0.4,23.00001858195046,ok,AU,08_EGARCH11_t
2537,10.645630199061362,10,10,15,1.0,10.44515205334045,10.44515205334045,6.4309885754762615,3.7415269505546047,1.0728677170878513,0.14166523620807214,6.43098857547626,2.3484866362738646,1.7092554055291997,0.043701824924166965,FAIL_TO_REJECT,0.0016152730560312469,0.9616425994029997,True,-8.402160848562477e-18,1.0,AU:08_EGARCH11_t,1.5,0.25,10.645630199061362,ok,AU,08_EGARCH11_t
2537,15.753875145425939,15,15,15,1.0,13.361859836674585,13.361859836674585,9.993790712717647,4.922526904691442,0.6842154830574882,0.2469195533558104,9.993790712717649,2.979151513709752,1.1305464352710577,0.1291230217653967,FAIL_TO_REJECT,0.0016152730560312469,0.9616425994029997,True,-8.402160848562477e-18,1.0,AU:08_EGARCH11_t,1.5,0.3,15.753875145425939,ok,AU,08_EGARCH11_t
2537,23.313282300521003,23,23,15,1.0,18.215440852444203,18.215440852444203,15.27467330273965,6.578870764399333,0.44700187236054517,0.3274368540019824,15.27467330273965,3.724861885629503,0.7894970713008229,0.214910770416465,FAIL_TO_REJECT,0.0016152730560312469,0.9616425994029997,True,-8.402160848562477e-18,1.0,AU:08_EGARCH11_t,1.5,0.35,23.313282300521003,ok,AU,08_EGARCH11_t
2537,34.50002787292569,34,34,15,1.0,26.223424426119095,26.223424426119095,23.09567097043833,8.98376430437938,0.3481562237954146,0.36386143093874246,23.095670970438334,4.614218538431634,0.677851174501128,0.24893303011424273,FAIL_TO_REJECT,0.0016152730560312469,0.9616425994029997,True,-8.402160848562477e-18,1.0,AU:08_EGARCH11_t,1.5,0.4,34.50002787292569,ok,AU,08_EGARCH11_t
2537,14.194173598748483,14,14,15,1.0,12.488091786493671,12.488091786493671,8.904825128602122,4.580655986098194,0.7822605907901367,0.21703072111877109,8.904825128602116,2.8012289610570393,1.2791766427187783,0.10041742952139932,FAIL_TO_REJECT,0.0016152730560312469,0.9616425994029997,True,-8.402160848562477e-18,1.0,AU:08_EGARCH11_t,2.0,0.25,14.194173598748483,ok,AU,08_EGARCH11_t
2537,21.00516686056792,21,21,15,1.0,16.63958324665567,16.63958324665567,13.66170206556715,6.073136298279405,0.4903366291865028,0.3119478556716102,13.661702065567146,3.513749634258384,0.8474938430600611,0.19835995870985434,FAIL_TO_REJECT,0.0016152730560312469,0.9616425994029997,True,-8.402160848562477e-18,1.0,AU:08_EGARCH11_t,2.0,0.3,21.00516686056792,ok,AU,08_EGARCH11_t
2537,31.084376400694673,31,31,15,1.0,23.715112333823136,23.715112333823136,20.707305225687023,8.240235958732214,0.36501468200661497,0.35755022332090536,20.70730522568703,4.361809478847037,0.689577828358327,0.24522985713516254,FAIL_TO_REJECT,0.0016152730560312469,0.9616425994029997,True,-8.402160848562477e-18,1.0,AU:08_EGARCH11_t,2.0,0.35,31.084376400694673,ok,AU,08_EGARCH11_t
2537,46.00003716390092,46,46,15,1.0,34.33657605504622,34.33657605504622,31.13809428938331,11.615851024844094,0.27535492309792614,0.39152178603604026,31.138094289383307,5.378002914318986,0.5947341079245096,0.2760106093961481,FAIL_TO_REJECT,0.0016152730560312469,0.9616425994029997,True,-8.402160848562477e-18,1.0,AU:08_EGARCH11_t,2.0,0.4,46.00003716390092,ok,AU,08_EGARCH11_t
2537,17.742716998435604,17,17,15,1.0,14.521625824912626,14.521625824912626,11.38258840164492,5.356975201018882,0.5859719908112827,0.2789471686572186,11.382588401644918,3.191980995779294,0.9834135690088401,0.16270196737028964,FAIL_TO_REJECT,0.0016152730560312469,0.9616425994029997,True,-8.402160848562477e-18,1.0,AU:08_EGARCH11_t,2.5,0.25,17.742716998435604,ok,AU,08_EGARCH11_t
